3.870337132489307663e-01,-1.396175453053771331e+00,-2.079180334684625819e+00,-7.859570953965628881e-01,1.394109020553915501e+00
8.268601333759382221e-01,-1.855599839061398804e+00,-8.862968421142785047e-01,2.294421064993257708e+00,5.777302576287646207e-01
4.487719690720193277e-01,1.301272537789426309e-01,-2.003432180502536575e+00,1.488614567427909874e+00,-2.265922175427014906e+00
-6.514104483256377698e-01,-2.228004301024686828e+00,1.890243694164133181e-01,5.813719801438645973e-01,7.288400850419032295e-01
-4.296461295759875787e-01,-1.167227941039840733e+00,-1.281864463526060760e+00,-4.241860637517504973e-01,-3.964111088365460667e-01
9.910479123734359241e-01,-1.203765754391464382e+00,-3.250851637144380746e-01,7.030045008492994407e-01,-1.381425967572645686e+00
1.841262256342114156e+00,-8.062286872209929456e-01,-1.589549400760813747e+00,-1.086859830207060007e+00,-7.789516419158271088e-01
2.103497454954120993e+00,-2.430149291803105349e-01,1.143746954413114025e+00,-3.553910353553302315e-01,-2.012621635329643777e+00
-1.266189537478395744e-01,-2.113238237124687391e+00,2.946009622024021724e-01,9.590482173825114476e-01,-4.389598882289513782e-01
1.161955523905184862e+00,8.889667983033975318e-01,-2.169753525784309023e+00,-1.043834631519531486e+00,-1.284793619406708221e+00
-8.284277111900132384e-01,-1.324666031656599907e+00,-1.018566842591806410e+00,8.087736169964865329e-01,-7.197213920410225896e-01
-1.848590302253275919e+00,-3.030018239213556619e-01,-1.704403875498136767e+00,-1.287412785910966972e+00,1.376459955539903524e+00
7.935959661120426389e-01,-1.238508123905507574e+00,-1.145378277776900600e+00,-9.139178021613376668e-01,2.075905235496261492e-01
-1.400838095594373334e+00,-1.569588341804598386e+00,-2.256453121064512679e+00,-6.620904595953083227e-01,1.351070539530081938e+00
-2.541944549206180959e+00,-1.952617952421488168e+00,1.071511966271779137e+00,-6.613306524150646126e-01,1.487216168137988292e+00
2.890863073496801050e-01,-7.222854802005986841e-01,-1.774297817313718717e+00,-1.054695952942602766e+00,-4.085923372546664822e-01
1.341669478745505684e+00,2.385847001203913464e-01,-2.219918060619407996e-01,-1.536014576981200808e+00,-3.369855176810942154e+00
1.208272409193113850e+00,-1.848181472762556510e+00,-5.787697689303037407e-01,8.632948667107749330e-01,-3.367934445009138078e-01
-4.005196147873490986e-02,8.110860812935882791e-02,-2.730195485868328831e+00,1.265957203349516114e+00,8.384404054825127517e-01
1.179351782517257696e+00,-4.049566818307068772e-01,-5.442852731340694916e-01,-5.436695380155427415e-01,-1.448913039002434289e+00
-2.601468809895300938e-01,-1.844696082998750430e+00,-1.023888567925244741e+00,-1.495245348402952867e+00,9.245240335128170894e-01
1.744901986372118519e-01,-1.445996697977482093e+00,-1.563024951899392390e+00,5.535654184835087088e-01,8.086591977127159936e-01
6.228147204040193063e-01,6.933698295455026361e-01,-2.465783531368846315e+00,-2.548185017603031288e-01,-4.302113018756093532e-01
6.188986393991413593e-01,9.784228451832177598e-02,-1.738051420241955469e+00,-8.617478777698561743e-02,-1.185850540334543624e+00
-5.365770415658854819e-01,-1.142745721757760791e-01,-1.414293619806564983e+00,-1.000691605993552002e+00,-6.330654173711587340e-01
1.678143435050553300e+00,-3.488658253942888976e-01,-2.234017966167810343e+00,-5.102679790812952865e-01,-6.582166478368167706e-01
4.697493549368957355e-01,-1.697014449311385009e+00,7.913317495116567457e-01,-2.629648611064439034e+00,-6.602502019149303347e-01
-5.998784694761555292e-01,-1.835450485225956108e+00,1.090351720727347207e-01,-2.251019894198591942e+00,-6.995020321414425757e-01
3.835765007976099650e-01,-8.710327366976193808e-01,-8.036815269048438459e-01,1.795936855600366311e-02,-2.030553300936772665e-01
2.633467632067556075e+00,-1.312878545150530485e+00,-1.180142865445434452e+00,2.046796504042061038e+00,9.639789510614285017e-01
1.284453856520595405e-01,2.870488315120689471e-01,-1.963990704247900343e+00,-7.142923852718954247e-01,-6.947518126716846210e-01
8.239043129473839766e-01,-8.393627279116966378e-02,-9.179222554753536656e-01,1.065449308245902671e-02,-5.600727298454223346e-01
-4.560491720467994003e-01,-1.892349761972801581e+00,-1.936284641850429811e-01,2.274725012364543497e-01,-8.656067948439940540e-01
-2.842009966640678953e-01,2.142766344842375048e-01,-2.167037076458909972e+00,-1.091641349236345704e+00,-1.165725477218439110e+00
-1.668915414348983717e-01,-2.651002516482590998e+00,9.307716641031920091e-01,1.713910539990257664e+00,-4.111788404155740650e-01
-2.937255312223054915e-01,-1.892209782100797266e+00,1.377571330983506925e-02,1.371330711505228672e-01,-2.178473686057041281e+00
2.688184795619562029e-01,-1.026325151344755326e+00,-1.563198706178177133e-01,-9.831655219162731552e-01,-4.456734421512775768e-01
7.396712353769410164e-01,-6.464665300019878380e-02,-2.155600495614473644e+00,7.533831693600324675e-01,-1.609290508128311981e+00
1.351340443727072904e-01,-2.824643766832948266e+00,-1.398210445338363694e-01,8.121170725927713274e-01,7.457375464412718813e-03
